	E2F4	EGR1	ELF1	EPAS1	EYA2	FOXO1	GATA2	GFI1B	HCFC1	HDAC2	IKZF1	IRF8	IRF9	JUN	KLF6	MAPK1	MEIS1	MYB	MYC	MYCN	NDN	NFAT5	NFATC2	NFE2	NR3C2	NUPR1	PLAG1	RARB	RB1	REL	RELB	RUNX1T1	SALL2	SATB1	SLA2	SMARCA2	SPI1	STAT2	YBX1	ZBTB16	ABL1	BTG2	CBFB	CENPK	CREB5	CTR9	DDX20	ERCC8	GTF2F1	GTF2H1	H1F0	HDAC11	HDAC7	HLF	HMGB2	IRF6	IRF7	JARID2	MAML3	MAPK12	MCM2	MCM3	MCM4	MCM5	MCM6	MCM7	MECOM	MIS18BP1	NFKBIA	ORC2	PA2G4	PBX1	PHF10	POLR1B	POLR2B	RNF4	RORC	RUVBL2	SNRPB	SPO11	SRSF1	TOPORS	TRPS1	VDR	XPC	XRCC6	ZDHHC6	ZFP36
MAPK12	0.05436	0.02889	0.05495	0.06131	0.03032	0.06896	0.02945	0.03171	0.05603	0.06692	0.07059	0.0442	0.03691	0.03485	0.03834	0.8824	0.07682	0.05302	0.05291	0.06088	0.1109	0.05852	0.06468	0.04556	0.108	0.1605	0.0283	0.1025	0.08629	0.055	0.05614	0.02925	0.02894	0.06273	0.09546	0.07892	0.04764	0.05922	0.07121	0.04488	0.5637	0.1357	0.1185	0.05368	0.03939	0.08831	0.03123	0.04648	0.03653	0.08144	0.07435	0.0587	0.03682	0.04397	0.1016	0.0682	0.06921	0.05933	0.02618	1	0.09675	0.05631	0.06267	0.01951	0.06774	0.06488	0.07525	0.02773	0.08371	0.04737	0.06065	0.0937	0.06726	0.06958	0.1121	0.05131	0.09632	0.03315	0.06617	0.1152	0.1238	0.02747	0.05524	0.09556	0.04233	0.07588	0.04143	0.04375
MCM2	0.05384	0.05011	0.04129	0.03845	0.04909	0.04261	0.03586	0.06564	0.03878	0.05847	0.05121	0.04455	0.04764	0.06481	0.06531	0.08847	0.05123	0.038	0.05291	0.06116	0.1386	0.02814	0.03321	0.06511	0.03045	0.2244	0.04782	0.04286	0.05589	0.04386	0.04635	0.05239	0.02997	0.05536	0.07686	0.09653	0.0777	0.04231	0.06053	0.04348	0.04084	0.1807	0.1112	0.08479	0.06052	0.0328	0.03572	0.0592	0.05518	0.06935	0.1107	0.07639	0.03185	0.08885	0.1045	0.05145	0.04996	0.02751	0.03719	0.09675	1	0.6558	0.6408	0.6132	0.6671	0.7128	0.03698	0.03664	0.07051	0.1455	0.0573	0.07629	0.07436	0.0423	0.02957	0.08657	0.05294	0.129	0.07385	0.1132	0.0654	0.02952	0.04479	0.07372	0.05956	0.04688	0.05425	0.06816
MCM3	0.1359	0.07053	0.08533	0.04985	0.0463	0.07435	0.06872	0.0793	0.03633	0.1177	0.06997	0.05179	0.07876	0.08199	0.09417	0.02896	0.09621	0.04958	0.06036	0.05602	0.1507	0.038	0.03599	0.09196	0.03861	0.1979	0.05531	0.06965	0.04104	0.04047	0.04529	0.07997	0.03994	0.0526	0.07357	0.05462	0.1713	0.0417	0.08024	0.04848	0.03923	0.1886	0.1267	0.1289	0.0642	0.03684	0.1032	0.04327	0.08644	0.05404	0.1266	0.1251	0.0362	0.06944	0.1396	0.04968	0.04675	0.03	0.02847	0.07814	0.6565	1	0.6504	0.6152	0.6694	0.7285	0.04855	0.05263	0.07458	0.1563	0.06982	0.08443	0.06116	0.03291	0.02597	0.1036	0.05313	0.1452	0.08082	0.07645	0.102	0.03207	0.03894	0.05651	0.03602	0.06401	0.04683	0.08905
MCM4	0.0627	0.05393	0.06297	0.0346	0.05033	0.05341	0.04964	0.06485	0.04316	0.09767	0.06502	0.07272	0.04875	0.06302	0.1034	0.08976	0.05817	0.03522	0.05873	0.05436	0.08539	0.04909	0.04107	0.07182	0.03835	0.1949	0.04992	0.05527	0.03884	0.05665	0.04981	0.08998	0.04209	0.05053	0.07256	0.1048	0.07186	0.0273	0.06341	0.0419	0.047	0.08618	0.1016	0.1522	0.07168	0.03246	0.04427	0.06002	0.05019	0.08346	0.07318	0.07755	0.0727	0.0876	0.1544	0.03681	0.05401	0.0473	0.03528	0.06044	0.644	0.6493	1	0.5733	0.6497	0.7087	0.04272	0.0336	0.05328	0.1752	0.05713	0.097	0.09742	0.03987	0.04586	0.1082	0.08273	0.1378	0.07777	0.1028	0.05472	0.03449	0.03379	0.07505	0.0404	0.06212	0.08507	0.08205
MCM5	0.1343	0.05081	0.06043	0.03658	0.06182	0.05417	0.03168	0.08878	0.04932	0.1127	0.05743	0.07169	0.07721	0.08902	0.08351	0.04008	0.09198	0.0705	0.04691	0.06867	0.06745	0.05114	0.03914	0.06754	0.04829	0.2046	0.03651	0.06631	0.05712	0.04332	0.05413	0.09036	0.0274	0.05645	0.0771	0.1075	0.1482	0.05357	0.0679	0.05579	0.04844	0.1635	0.1116	0.117	0.0758	0.06502	0.08757	0.05722	0.08828	0.06053	0.2193	0.06599	0.07899	0.06319	0.1515	0.05193	0.04728	0.02557	0.04775	0.01951	0.5998	0.6156	0.5733	1	0.6422	0.6675	0.03815	0.02841	0.07129	0.1648	0.08004	0.1083	0.07265	0.02459	0.05489	0.1407	0.08577	0.1333	0.0646	0.1056	0.06604	0.05532	0.04539	0.05334	0.03624	0.0483	0.05361	0.04558
MCM6	0.07032	0.03974	0.06745	0.02204	0.04162	0.09672	0.04529	0.06523	0.0464	0.1172	0.04033	0.1344	0.03413	0.06299	0.07474	0.0297	0.06673	0.05885	0.05623	0.03653	0.1036	0.03918	0.03128	0.09667	0.03709	0.2312	0.04568	0.08867	0.03315	0.04025	0.0415	0.1128	0.03828	0.04879	0.07771	0.08419	0.06948	0.05464	0.0646	0.04341	0.03419	0.143	0.1103	0.09234	0.06922	0.03895	0.1014	0.05834	0.08732	0.07157	0.2365	0.131	0.03128	0.06365	0.1347	0.03406	0.07016	0.04742	0.03592	0.06774	0.6613	0.667	0.6495	0.6416	1	0.7449	0.02422	0.03809	0.09194	0.1697	0.07283	0.07503	0.0503	0.02826	0.04971	0.07549	0.06422	0.1358	0.0973	0.1083	0.06921	0.02702	0.03238	0.06753	0.05067	0.04925	0.05621	0.06379
MCM7	0.1394	0.03239	0.05531	0.06611	0.05397	0.08321	0.04061	0.07862	0.03285	0.1144	0.04623	0.04866	0.05147	0.05907	0.0898	0.06939	0.0842	0.04125	0.06405	0.03535	0.08129	0.04698	0.043	0.07913	0.04816	0.2601	0.0692	0.1084	0.05762	0.05785	0.05237	0.06964	0.04104	0.04425	0.07449	0.1202	0.1811	0.06157	0.05036	0.05647	0.0297	0.08708	0.1054	0.1492	0.07356	0.03581	0.107	0.04972	0.04145	0.06246	0.281	0.08281	0.08413	0.07458	0.141	0.06522	0.05001	0.04406	0.04184	0.06488	0.7099	0.7294	0.7108	0.679	0.7489	1	0.044	0.04889	0.0923	0.1704	0.06327	0.1008	0.05334	0.03144	0.0442	0.05771	0.05269	0.1311	0.09559	0.09108	0.07197	0.04221	0.04824	0.0757	0.06342	0.04964	0.05051	0.06211
MECOM	0.05721	0.1488	0.05281	0.03653	0.05794	0.06767	0.09209	0.433	0.03452	0.04888	0.1126	0.05044	0.06447	0.07538	0.2649	0.03972	0.07837	0.0757	0.06837	0.05652	0.08846	0.03709	0.04341	0.07932	0.0474	0.1845	0.2527	0.06337	0.03058	0.06888	0.04819	0.0614	0.06679	0.04305	0.0651	0.03041	0.08768	0.03204	0.07923	0.1533	0.03508	0.0775	0.1065	0.07862	0.0787	0.03771	0.04456	0.04449	0.07443	0.04907	0.1153	0.05969	0.04165	0.08223	0.1143	0.04896	0.0495	0.02676	0.04677	0.0639	0.03334	0.04732	0.04494	0.02607	0.0262	0.04862	1	0.04297	0.06697	0.05204	0.05959	0.06581	0.06653	0.02626	0.01761	0.113	0.06459	0.06113	0.09233	0.06624	0.08318	0.05374	0.06216	0.0651	0.03502	0.04248	0.05932	0.09247
MIS18BP1	0.05639	0.07156	0.08015	0.04231	0.08362	0.05893	0.0714	0.06242	0.04855	0.05688	0.05609	0.07658	0.04936	0.08179	0.1089	0.03308	0.1312	0.05861	0.06104	0.07708	0.1065	0.05457	0.05708	0.07672	0.04584	0.2267	0.05002	0.05247	0.0331	0.0746	0.04083	0.05032	0.05485	0.04439	0.1167	0.03189	0.1085	0.03507	0.1028	0.04917	0.03868	0.1283	0.1812	0.08265	0.07956	0.03516	0.06039	0.06027	0.08409	0.04331	0.1034	0.05567	0.03992	0.06608	0.1126	0.05038	0.05005	0.03672	0.03914	0.04487	0.03117	0.05812	0.03121	0.05131	0.02951	0.02569	0.03921	1	0.07375	0.045	0.07382	0.1011	0.0906	0.02118	0.0204	0.07081	0.09097	0.07956	0.07488	0.05819	0.07246	0.03148	0.04538	0.06191	0.04454	0.04603	0.03242	0.08069
NFKBIA	0.07617	0.06427	0.0879	0.1102	0.1102	0.07917	0.07419	0.1045	0.06425	0.09093	0.06355	0.05058	0.0522	0.07152	0.06188	0.08876	0.06824	0.1162	0.06305	0.05959	0.1012	0.06321	0.06581	0.05866	0.09846	0.1745	0.09904	0.1189	0.136	0.06979	0.08824	0.09574	0.06568	0.1099	0.07101	0.1008	0.1049	0.09243	0.06473	0.08853	0.07759	0.09749	0.1	0.07662	0.06096	0.1424	0.08566	0.06088	0.05023	0.08074	0.06442	0.1258	0.06428	0.05713	0.1053	0.0649	0.05566	0.08023	0.06771	0.08897	0.153	0.08465	0.09843	0.07247	0.0713	0.09353	0.07074	0.07369	1	0.0562	0.06364	0.08633	0.04376	0.09724	0.0944	0.09251	0.1227	0.05945	0.05423	0.05479	0.07	0.0811	0.06011	0.1049	0.1152	0.1056	0.08258	0.04215
ORC2	0.04892	0.06299	0.05924	0.04857	0.06216	0.04114	0.06166	0.08208	0.03717	0.1227	0.04608	0.04884	0.05298	0.09468	0.09017	0.03504	0.07212	0.05657	0.06691	0.0634	0.06929	0.06357	0.0491	0.07123	0.06423	0.2057	0.05237	0.04673	0.04687	0.04821	0.04623	0.05274	0.0512	0.04247	0.05798	0.04631	0.0973	0.05028	0.06963	0.07561	0.04137	0.2062	0.1107	0.08577	0.08383	0.04772	0.08022	0.03791	0.05682	0.05498	0.1106	0.2566	0.08571	0.06888	0.1491	0.04575	0.06297	0.05294	0.0414	0.04229	0.1465	0.169	0.04489	0.1473	0.1697	0.1505	0.04966	0.04329	0.07229	1	0.06803	0.05119	0.03892	0.02849	0.02234	0.0893	0.07239	0.1296	0.08058	0.1129	0.0632	0.04636	0.05265	0.0599	0.06209	0.06913	0.07159	0.07659
PA2G4	0.04293	0.06533	0.0597	0.06569	0.04431	0.07654	0.02888	0.05196	0.07373	0.06237	0.03822	0.05647	0.05189	0.04355	0.07266	0.05958	0.0577	0.04911	0.0444	0.03331	0.08771	0.06231	0.05226	0.04836	0.06302	0.1667	0.05302	0.1053	0.05913	0.06584	0.06709	0.08839	0.05975	0.05115	0.07429	0.09631	0.07761	0.07022	0.06806	0.06441	0.09595	0.1326	0.1457	0.06215	0.04929	0.05592	0.059	0.04846	0.05183	0.04444	0.09823	0.04199	0.03632	0.06353	0.0933	0.06951	0.06935	0.06356	0.07271	0.06065	0.06235	0.06713	0.05713	0.08025	0.07408	0.06327	0.04392	0.07418	0.06518	0.1024	1	0.05134	0.0544	0.08417	0.0503	0.05087	0.05541	0.03847	0.1024	0.07287	0.1094	0.06594	0.07831	0.06569	0.02894	0.0419	0.06706	0.05993
PBX1	0.07467	0.05408	0.04952	0.05514	0.05394	0.05336	0.04948	0.06921	0.05506	0.03709	0.05392	0.05201	0.04974	0.07315	0.07774	0.04806	0.1487	0.1232	0.05254	0.05251	0.08082	0.0566	0.05255	0.08071	0.05638	0.1277	0.05876	0.05571	0.07786	0.05663	0.05455	0.0915	0.05851	0.1191	0.07533	0.09441	0.06961	0.1155	0.06598	0.07727	0.04855	0.1409	0.105	0.1338	0.05367	0.0797	0.05167	0.03426	0.05456	0.09679	0.1537	0.04349	0.06217	0.06576	0.1409	0.05172	0.08851	0.05981	0.07557	0.03748	0.07435	0.06832	0.04596	0.1072	0.07531	0.09594	0.0575	0.06174	0.07161	0.05624	0.04879	1	0.06261	0.0267	0.05185	0.09234	0.0697	0.05899	0.08013	0.06725	0.06728	0.04401	0.05168	0.05528	0.07726	0.04905	0.05024	0.05744
PHF10	0.08466	0.07325	0.07337	0.06243	0.05635	0.0861	0.05091	0.06852	0.05317	0.04943	0.07694	0.04135	0.0639	0.06675	0.1198	0.0614	0.07873	0.05865	0.06521	0.05592	0.05459	0.0539	0.0459	0.1202	0.07645	0.1642	0.05613	0.0784	0.04645	0.05463	0.04597	0.07758	0.05695	0.07042	0.05695	0.07654	0.08557	0.05339	0.07424	0.07398	0.04502	0.08925	0.1715	0.129	0.1085	0.0858	0.06525	0.02955	0.04951	0.0678	0.1018	0.03735	0.0571	0.08321	0.1862	0.05691	0.07001	0.05877	0.06371	0.05878	0.05429	0.06802	0.05254	0.05483	0.04667	0.05334	0.04814	0.08891	0.04536	0.04056	0.04059	0.06089	1	0.02538	0.03377	0.1396	0.05543	0.0335	0.101	0.1071	0.0664	0.1029	0.06853	0.06082	0.05073	0.04495	0.03721	0.08089
POLR1B	0.0773	0.03682	0.06265	0.04137	0.06596	0.04439	0.04443	0.04788	0.02751	0.03735	0.02978	0.04878	0.05689	0.05329	0.1078	0.0838	0.08739	0.03812	0.05685	0.02884	0.06385	0.03522	0.03201	0.0413	0.03674	0.1557	0.0395	0.07502	0.04106	0.03542	0.04049	0.06451	0.02443	0.03279	0.08414	0.0308	0.05846	0.0364	0.05269	0.0548	0.0205	0.1491	0.1467	0.1043	0.05097	0.04	0.03287	0.06624	0.03019	0.0653	0.08339	0.07152	0.0354	0.06769	0.137	0.06757	0.05332	0.04121	0.0138	0.07085	0.04223	0.03291	0.05233	0.04739	0.03311	0.03144	0.0317	0.03255	0.08495	0.02849	0.08795	0.07796	0.01993	1	0.8118	0.05658	0.05554	0.1108	0.08291	0.05357	0.06205	0.02241	0.02532	0.07203	0.03091	0.05678	0.09705	0.03338
POLR2B	0.06812	0.06755	0.06208	0.03962	0.05207	0.0398	0.03923	0.06353	0.02577	0.04282	0.02976	0.0574	0.053	0.05195	0.04966	0.05122	0.0748	0.04482	0.08682	0.08527	0.08572	0.03861	0.03541	0.08261	0.05515	0.1792	0.05784	0.06685	0.05129	0.05411	0.03327	0.06575	0.02495	0.04824	0.1179	0.03348	0.07895	0.06871	0.04472	0.03512	0.05516	0.07196	0.1248	0.07238	0.05069	0.04354	0.03345	0.0577	0.03676	0.06145	0.1252	0.0636	0.0345	0.09167	0.1424	0.06179	0.06144	0.034	0.01422	0.1143	0.02957	0.04952	0.04323	0.06257	0.05054	0.0442	0.02126	0.02496	0.08202	0.02234	0.04716	0.08146	0.03377	0.8162	1	0.06453	0.06442	0.07496	0.09159	0.04603	0.07328	0.0276	0.01765	0.0795	0.04227	0.0528	0.04113	0.041
RNF4	0.09375	0.1696	0.1052	0.1319	0.112	0.09726	0.1762	0.1171	0.09206	0.09599	0.1126	0.07746	0.1107	0.1124	0.1067	0.05082	0.08911	0.1042	0.1282	0.1033	0.131	0.1183	0.0874	0.1163	0.1185	0.1157	0.1072	0.1225	0.09065	0.1148	0.1137	0.1025	0.09445	0.09501	0.07249	0.1083	0.09647	0.1075	0.1014	0.1076	0.1025	0.06032	0.09713	0.05698	0.1306	0.1061	0.1008	0.06783	0.09708	0.07182	0.08748	0.05625	0.1063	0.1006	0.08428	0.119	0.1062	0.105	0.1233	0.0381	0.09219	0.1159	0.1114	0.1407	0.09139	0.05332	0.111	0.1264	0.1124	0.1332	0.0554	0.1329	0.1518	0.04088	0.06453	1	0.1343	0.07003	0.08621	0.06579	0.07929	0.2284	0.1016	0.08634	0.08953	0.05139	0.03682	0.0929
RORC	0.06457	0.06726	0.06004	0.05902	0.08947	0.04073	0.05446	0.07539	0.04464	0.04197	0.07307	0.03479	0.05183	0.1079	0.129	0.05222	0.09379	0.06003	0.05961	0.05711	0.1229	0.0518	0.06118	0.08723	0.3586	0.249	0.07128	0.4321	0.07909	0.06483	0.04492	0.09123	0.05854	0.06102	0.05741	0.08239	0.09028	0.05126	0.06991	0.07144	0.08568	0.1162	0.126	0.08848	0.07545	0.04336	0.05403	0.03811	0.05112	0.07263	0.1287	0.07324	0.07166	0.1168	0.09334	0.05554	0.08338	0.08356	0.06791	0.08261	0.05165	0.05114	0.07911	0.08591	0.06253	0.06363	0.0635	0.09816	0.08402	0.05551	0.069	0.07221	0.05791	0.05127	0.05294	0.1343	1	0.06793	0.08289	0.07801	0.05941	0.04159	0.07958	0.434	0.0396	0.0429	0.08356	0.0933
RUVBL2	0.03981	0.04341	0.0443	0.05345	0.05837	0.03451	0.02824	0.04489	0.04827	0.05323	0.047	0.06432	0.05659	0.07113	0.06849	0.06797	0.07646	0.05349	0.03825	0.03417	0.06581	0.05859	0.05658	0.06624	0.04935	0.1371	0.06429	0.03214	0.07323	0.0544	0.05229	0.04631	0.03911	0.06314	0.1052	0.1952	0.06392	0.06024	0.1214	0.0508	0.05462	0.1345	0.1339	0.103	0.06496	0.07475	0.08186	0.05412	0.07424	0.06633	0.07263	0.04526	0.08115	0.05391	0.08881	0.05125	0.04902	0.02512	0.04074	0.03315	0.129	0.1444	0.1347	0.1329	0.1367	0.1318	0.03787	0.07956	0.05326	0.2122	0.03643	0.07139	0.0473	0.06412	0.05817	0.08918	0.06009	1	0.07878	0.06975	0.09431	0.05162	0.05414	0.04161	0.07218	0.09077	0.06064	0.05098
SNRPB	0.1194	0.08111	0.094	0.1283	0.08672	0.09005	0.1034	0.06193	0.06975	0.07554	0.06118	0.05455	0.07444	0.08633	0.07263	0.04522	0.09262	0.08794	0.09814	0.09614	0.06396	0.09281	0.08601	0.09439	0.08099	0.1258	0.05938	0.07599	0.04539	0.07936	0.08325	0.05967	0.07653	0.08101	0.09525	0.08437	0.08385	0.1144	0.1275	0.07966	0.0808	0.09519	0.05903	0.04296	0.08615	0.08982	0.07772	0.08519	0.1053	0.05264	0.122	0.06727	0.07872	0.08043	0.05632	0.07035	0.09453	0.09722	0.1031	0.06617	0.08231	0.08082	0.0789	0.0646	0.06685	0.09559	0.0894	0.08727	0.08226	0.1096	0.05904	0.06695	0.0983	0.06056	0.09159	0.08293	0.07082	0.0576	1	0.04154	0.1014	0.08356	0.07774	0.1084	0.08817	0.08918	0.1257	0.0999
SPO11	0.06109	0.07201	0.05002	0.05506	0.1015	0.04636	0.02375	0.06625	0.09182	0.1272	0.0683	0.03023	0.05255	0.0664	0.09239	0.0908	0.08367	0.06764	0.06347	0.05756	0.09575	0.05984	0.0325	0.07435	0.07264	0.1887	0.07166	0.0614	0.06207	0.05971	0.03376	0.06328	0.06742	0.07485	0.04595	0.05543	0.05195	0.07924	0.04838	0.1141	0.1069	0.146	0.09206	0.06914	0.07959	0.08295	0.1235	0.03575	0.06612	0.08158	0.08131	0.05673	0.08318	0.06925	0.1051	0.03323	0.04746	0.06991	0.05766	0.1142	0.1132	0.1047	0.1033	0.08629	0.1127	0.09954	0.05846	0.05657	0.05405	0.1122	0.07287	0.07923	0.05672	0.06472	0.05098	0.06579	0.08813	0.0842	0.04154	1	0.03633	0.09223	0.06614	0.06948	0.06756	0.07969	0.06488	0.06138
SRSF1	0.06827	0.06893	0.07002	0.0635	0.05081	0.07991	0.05363	0.05602	0.07671	0.08249	0.05286	0.07125	0.08077	0.06002	0.08404	0.08552	0.04862	0.05888	0.07174	0.07382	0.108	0.1229	0.06882	0.06158	0.06767	0.1523	0.07499	0.06352	0.06299	0.07514	0.0618	0.05814	0.04907	0.06346	0.05986	0.0524	0.07325	0.07474	0.08269	0.04892	0.1124	0.07084	0.1053	0.08124	0.0537	0.0609	0.09102	0.02798	0.04653	0.05444	0.1239	0.04712	0.05054	0.05924	0.06676	0.07727	0.07928	0.07345	0.0447	0.07089	0.0654	0.1106	0.07427	0.06911	0.06096	0.07005	0.07014	0.04691	0.05722	0.07923	0.09327	0.04839	0.09602	0.0696	0.08129	0.08532	0.06763	0.04377	0.06753	0.03685	1	0.08136	0.05833	0.0555	0.06103	0.07751	0.04431	0.05438
TOPORS	0.05189	0.06724	0.06682	0.03839	0.05514	0.05711	0.05672	0.06466	0.03419	0.04963	0.05878	0.05006	0.06133	0.09333	0.09857	0.07393	0.08667	0.0512	0.06266	0.05905	0.05855	0.04386	0.04538	0.06775	0.0534	0.2549	0.06911	0.09338	0.06706	0.06409	0.04572	0.06382	0.0477	0.06108	0.0839	0.03127	0.08059	0.03159	0.07363	0.05888	0.03557	0.1334	0.1224	0.09124	0.09371	0.03136	0.03608	0.05498	0.04583	0.05676	0.1022	0.06135	0.04097	0.08906	0.1156	0.06617	0.05222	0.03526	0.03363	0.07998	0.04846	0.03917	0.03491	0.03645	0.05189	0.03456	0.04721	0.03597	0.08274	0.04313	0.06135	0.06218	0.1028	0.02241	0.0276	0.2273	0.05534	0.04437	0.086	0.04451	0.08204	1	0.04354	0.09467	0.0712	0.03122	0.05964	0.07466
TRPS1	0.05635	0.1012	0.04471	0.03469	0.05248	0.05547	0.1001	0.1749	0.03423	0.04579	0.0799	0.0461	0.06676	0.05912	0.1724	0.0455	0.0772	0.05248	0.07046	0.06593	0.07203	0.0388	0.04879	0.07782	0.04351	0.1962	0.1203	0.04971	0.02484	0.04299	0.04208	0.06205	0.05928	0.05712	0.1135	0.03009	0.08673	0.03676	0.08137	0.06515	0.03145	0.08996	0.1271	0.1252	0.07914	0.02422	0.04584	0.04443	0.08326	0.04862	0.1136	0.04967	0.04182	0.07426	0.09926	0.04251	0.04553	0.03949	0.0443	0.05993	0.03783	0.04034	0.03645	0.0219	0.04139	0.03532	0.06102	0.0616	0.05906	0.05	0.04455	0.06182	0.07581	0.03022	0.0274	0.09252	0.09681	0.04935	0.1118	0.0418	0.06676	0.05098	1	0.07552	0.03461	0.039	0.06618	0.08907
VDR	0.06089	0.0951	0.04423	0.04554	0.08694	0.05945	0.06795	0.06185	0.09184	0.05968	0.07239	0.03585	0.05072	0.07376	0.1129	0.07665	0.1121	0.06944	0.08813	0.06472	0.1398	0.05621	0.05216	0.1084	0.4188	0.107	0.0772	0.5007	0.1137	0.05205	0.04214	0.08956	0.06143	0.08611	0.0716	0.07763	0.09689	0.1224	0.06515	0.05021	0.1017	0.1653	0.1622	0.121	0.07383	0.08913	0.06633	0.04618	0.0621	0.1101	0.09665	0.0571	0.0772	0.08747	0.1208	0.0491	0.07444	0.08017	0.06607	0.09453	0.08553	0.0572	0.07212	0.08836	0.06329	0.0757	0.07646	0.06191	0.1079	0.04935	0.05818	0.1058	0.08747	0.08142	0.08602	0.07292	0.4275	0.08396	0.1086	0.06948	0.08464	0.09467	0.07817	1	0.06497	0.05481	0.1146	0.08872
XPC	0.06299	0.05714	0.06557	0.04095	0.0513	0.05624	0.05337	0.06914	0.03061	0.04408	0.06472	0.05142	0.04629	0.1404	0.06623	0.04293	0.07148	0.04605	0.08224	0.08102	0.08144	0.0392	0.04417	0.09651	0.03286	0.1834	0.04542	0.06202	0.03705	0.05149	0.05174	0.05505	0.04182	0.05184	0.09145	0.02913	0.07045	0.03354	0.07993	0.04142	0.0419	0.1032	0.1328	0.156	0.1263	0.03387	0.04453	0.07787	0.05104	0.06271	0.1272	0.06167	0.03957	0.0823	0.08764	0.04761	0.05864	0.03675	0.06801	0.04854	0.03054	0.03836	0.03957	0.04157	0.03028	0.06342	0.03071	0.04367	0.07521	0.05505	0.06093	0.06754	0.0484	0.02793	0.04227	0.08211	0.06741	0.07048	0.1362	0.05539	0.05866	0.03381	0.05112	0.04397	1	0.03798	0.03746	0.08074
XRCC6	0.04959	0.04379	0.06192	0.07595	0.04126	0.03123	0.0529	0.06795	0.03871	0.1559	0.06036	0.04846	0.05754	0.06904	0.07502	0.05789	0.05388	0.05849	0.04826	0.05868	0.08787	0.03801	0.04773	0.07298	0.04819	0.1745	0.05255	0.06858	0.0408	0.03743	0.05092	0.04847	0.0483	0.04914	0.09554	0.05869	0.07812	0.05995	0.06353	0.03329	0.04216	0.09013	0.09567	0.07112	0.05431	0.03461	0.07695	0.0413	0.0603	0.05748	0.1269	0.1848	0.04419	0.08484	0.1037	0.1068	0.07409	0.05885	0.0397	0.07659	0.05137	0.04886	0.04324	0.05518	0.04925	0.04604	0.04222	0.0573	0.0903	0.04506	0.03265	0.04905	0.07171	0.04626	0.0528	0.08343	0.03863	0.1059	0.09576	0.07946	0.09077	0.03097	0.05743	0.06809	0.03656	1	0.05709	0.04925
ZDHHC6	0.09106	0.07227	0.04318	0.05824	0.03554	0.03893	0.03935	0.05558	0.05553	0.04092	0.07786	0.05048	0.06163	0.1173	0.06825	0.05779	0.1438	0.03978	0.05134	0.08738	0.07884	0.04016	0.06059	0.08053	0.08278	0.1428	0.02676	0.07891	0.1301	0.04993	0.05873	0.09763	0.04229	0.06724	0.1743	0.05088	0.05394	0.1226	0.07507	0.05656	0.1214	0.1793	0.1179	0.1188	0.1074	0.1255	0.0663	0.06761	0.06016	0.08042	0.1017	0.04272	0.0681	0.1096	0.1067	0.05389	0.05545	0.04534	0.08185	0.04143	0.04744	0.04683	0.08507	0.05361	0.04224	0.04138	0.05932	0.0615	0.0604	0.06737	0.05982	0.1376	0.09557	0.09409	0.04136	0.06436	0.08466	0.06064	0.1029	0.06375	0.06054	0.03489	0.06935	0.1161	0.03746	0.05133	1	0.0367
ZFP36	0.06935	0.08109	0.07351	0.08385	0.07615	0.08892	0.1091	0.06061	0.07884	0.09242	0.08008	0.06866	0.06559	0.06979	0.08143	0.04475	0.07797	0.07811	0.0788	0.06859	0.05908	0.0901	0.0908	0.06854	0.08154	0.1643	0.08272	0.0618	0.07074	0.09354	0.07391	0.09899	0.07676	0.084	0.05818	0.0768	0.06427	0.09525	0.09156	0.08412	0.06701	0.1128	0.08928	0.07339	0.0699	0.07762	0.08665	0.05793	0.113	0.05417	0.1058	0.05638	0.06852	0.07499	0.07134	0.07413	0.07739	0.1052	0.06639	0.03555	0.0724	0.08578	0.0721	0.03942	0.06379	0.06211	0.07605	0.07653	0.05632	0.09015	0.05993	0.07501	0.0975	0.03719	0.03442	0.1078	0.06069	0.04283	0.08725	0.05545	0.09152	0.08565	0.08907	0.0882	0.09135	0.03995	0.04195	1
