	MCM6	MCM3	ORC2	MCM5	MCM4	MCM2	MCM7	RAD51	KLF6	JUN	BTG2	POLR2B	XRCC3	XRCC6	ERCC8	GTF2H1	TCF19	SPI1	GATA2	EBF1	IKZF1	TLR4	MYB	IRF8	RUNX1T1	GTF2F1	CTR9	SNRPB	TAF12	YBX1	MLLT3	PHB2	MYCN	XPC	POLR1B	E2F4	RB1	MYC	CBFB	GFI1B	PA2G4	MAPK1	MAPK12	REXO4	RARB	HDAC2	SMARCA2	JARID2	CBX7	MECOM	HDAC7	HDAC11	DDX20	EGR1	ZFP36	HMGB2	MIS18BP1	CENPK	NFKBIA	REL	RELB	SPO11	DEK	ABL1	H1F0	MED16	FOXO1	PHF10	EPAS1	HIF3A	TSC22D3	IRF7	DDX58	STAT2	IRF9	MEIS1	RORC	RORA	RUVBL2	PBX1	HCFC1	APBB1	FEM1B	ZBTB16	RNF4	CREB5	ATF7	RPS6KA5	NDN	ELF1	E2F8	NFATC2
CENPK	0.1531	0.1341	0.08927	0.1075	0.1501	0.135	0.1492	0.06885	0.1106	0.1377	0.114	0.07238	0.04991	0.05427	0.048	0.06716	0.03369	0.1174	0.07214	0.07727	0.1166	0.1004	0.07851	0.0827	0.2015	0.06519	0.1394	0.04882	0.09914	0.0383	0.1001	0.1263	0.1185	0.1447	0.0678	0.1531	0.1268	0.1328	0.1907	0.08813	0.08328	0.08445	0.08708	0.07812	0.06935	0.03196	0.2067	0.08189	0.1423	0.07559	0.09994	0.06217	0.08617	0.09121	0.07131	0.08379	0.09071	1	0.07793	0.07397	0.06311	0.09324	0.05866	0.05631	0.2089	0.07331	0.1215	0.135	0.04455	0.05913	0.3502	0.07567	0.04385	0.1115	0.08043	0.1225	0.08021	0.1335	0.06584	0.1182	0.09085	0.06755	0.05329	0.06363	0.04655	0.09798	0.119	0.05243	0.1127	0.1122	0.1141	0.05305
NFKBIA	0.0713	0.08465	0.0562	0.07247	0.09843	0.153	0.09353	0.07017	0.06188	0.07152	0.09749	0.0944	0.08764	0.1056	0.06088	0.08074	0.04962	0.1049	0.07419	0.05429	0.06355	0.03023	0.1162	0.05058	0.09574	0.05023	0.1424	0.05423	0.09223	0.06473	0.06678	0.08128	0.05959	0.1152	0.09724	0.07617	0.136	0.06305	0.1	0.1045	0.06364	0.08876	0.08897	0.06516	0.1189	0.09093	0.1008	0.08023	0.09579	0.07074	0.06428	0.1258	0.08566	0.06427	0.04215	0.1053	0.07369	0.07662	1	0.06979	0.08824	0.05479	0.082	0.07759	0.06442	0.09459	0.07917	0.04376	0.1102	0.04187	0.1411	0.05566	0.1232	0.09243	0.0522	0.06824	0.1227	0.1095	0.05945	0.08633	0.06425	0.04833	0.5089	0.08853	0.09251	0.06096	0.08095	0.07824	0.1012	0.0879	0.05907	0.06581
REL	0.03356	0.04047	0.05533	0.04332	0.05666	0.05157	0.05802	0.06845	0.09744	0.09003	0.1212	0.05285	0.03162	0.05261	0.06387	0.06487	0.1106	0.07169	0.05077	0.1477	0.05259	0.03942	0.05451	0.09164	0.04749	0.07623	0.04801	0.08814	0.1383	0.09547	0.06616	0.06966	0.06317	0.05455	0.03542	0.06524	0.04436	0.06923	0.168	0.08171	0.06647	0.04763	0.055	0.05965	0.05013	0.04589	0.04994	0.04298	0.149	0.06917	0.05087	0.04417	0.05264	0.06521	0.09133	0.1153	0.08186	0.1008	0.04646	1	0.516	0.05912	0.0729	0.06001	0.1352	0.08028	0.04461	0.0431	0.07938	0.06275	0.1239	0.06682	0.05434	0.1802	0.06232	0.06185	0.06677	0.04755	0.05639	0.05984	0.07107	0.05098	0.03056	0.05676	0.1148	0.06548	0.06823	0.04883	0.08097	0.04755	0.06747	0.2454
RELB	0.05533	0.05323	0.04838	0.05413	0.05527	0.0432	0.05127	0.05763	0.09402	0.075	0.131	0.03327	0.04973	0.05273	0.06045	0.06492	0.09801	0.06623	0.06356	0.1393	0.05382	0.03253	0.04726	0.08079	0.03396	0.05361	0.05923	0.08909	0.124	0.1014	0.07445	0.06038	0.06319	0.05936	0.04049	0.09102	0.03454	0.06159	0.08644	0.07969	0.05645	0.06767	0.05567	0.06414	0.05533	0.06464	0.04607	0.04287	0.103	0.05064	0.04976	0.05932	0.05986	0.06587	0.0823	0.06382	0.06307	0.05345	0.05728	0.5171	1	0.03376	0.06464	0.05681	0.1489	0.0616	0.07465	0.05348	0.06888	0.06038	0.1557	0.07364	0.04739	0.1715	0.08779	0.05739	0.04495	0.05077	0.05229	0.06365	0.1186	0.0623	0.03236	0.05514	0.07519	0.08089	0.07432	0.04809	0.09531	0.03791	0.0677	0.2648
SPO11	0.1127	0.1047	0.1122	0.08629	0.1033	0.1132	0.09954	0.146	0.09239	0.0664	0.146	0.05098	0.1528	0.07969	0.03575	0.08158	0.03432	0.05195	0.02375	0.04659	0.0683	0.1123	0.06764	0.03023	0.06328	0.06612	0.08295	0.04154	0.1175	0.04838	0.05602	0.06826	0.05756	0.06756	0.06472	0.06109	0.06207	0.06347	0.09206	0.06625	0.07287	0.0908	0.1142	0.06479	0.0614	0.1272	0.05543	0.06991	0.06352	0.05846	0.08318	0.05673	0.1235	0.07201	0.06138	0.1051	0.05657	0.06914	0.05405	0.05971	0.03376	1	0.06104	0.1069	0.08131	0.07346	0.04636	0.05672	0.05506	0.04502	0.1413	0.04746	0.08504	0.07924	0.05255	0.08367	0.08813	0.0874	0.0842	0.07923	0.09182	0.05517	0.1048	0.1141	0.06579	0.07959	0.06762	0.1003	0.09575	0.05002	0.06087	0.0325
DEK	0.07784	0.117	0.0635	0.07246	0.09015	0.06459	0.06613	0.07137	0.0691	0.05964	0.1184	0.08505	0.06665	0.09301	0.06416	0.05111	0.1221	0.09251	0.06279	0.08294	0.07534	0.05261	0.08861	0.06484	0.09496	0.07473	0.05509	0.06555	0.1821	0.0715	0.06566	0.0711	0.06175	0.08459	0.07644	0.06191	0.06746	0.09013	0.07892	0.08373	0.04389	0.1011	0.06645	0.07575	0.07135	0.05597	0.07514	0.08182	0.07749	0.06398	0.07355	0.04862	0.08155	0.06418	0.0816	0.1206	0.1046	0.07212	0.1153	0.06503	0.06509	0.05144	1	0.07944	0.1489	0.08442	0.1099	0.0695	0.06979	0.0544	0.1165	0.07077	0.1055	0.0687	0.05036	0.1139	0.07016	0.07003	0.071	0.09583	0.07155	0.06246	0.07186	0.08564	0.08842	0.06382	0.07305	0.06676	0.134	0.08554	0.08738	0.07733
ABL1	0.03663	0.04058	0.05475	0.04844	0.04726	0.026	0.0297	0.06182	0.1015	0.06414	0.07126	0.0553	0.09178	0.05045	0.07218	0.05552	0.09126	0.08249	0.06289	0.08756	0.04974	0.03426	0.06132	0.04115	0.06358	0.05713	0.03272	0.08201	0.1042	0.08916	0.07038	0.0827	0.0663	0.0397	0.0205	0.06095	0.05282	0.08564	0.0941	0.06061	0.09595	0.6021	0.5531	0.05724	0.07617	0.06567	0.03573	0.04354	0.09464	0.05605	0.03558	0.0699	0.04332	0.07458	0.07676	0.1066	0.0377	0.09779	0.0727	0.04309	0.06594	0.09539	0.08708	1	0.138	0.04279	0.04718	0.06751	0.05206	0.06005	0.1703	0.07447	0.04313	0.03262	0.06605	0.07651	0.06379	0.06984	0.05462	0.07254	0.03118	0.04422	0.07538	0.05299	0.1025	0.07577	0.09292	0.2731	0.103	0.05162	0.04973	0.04608
H1F0	0.2558	0.2628	0.122	0.2232	0.2587	0.08104	0.2755	0.1352	0.1281	0.1723	0.1504	0.122	0.07749	0.09548	0.09136	0.08414	0.1046	0.1026	0.1064	0.1265	0.09424	0.05137	0.1165	0.1795	0.1436	0.1351	0.1228	0.1225	0.1421	0.106	0.09824	0.1237	0.1013	0.1151	0.1007	0.1021	0.1031	0.1251	0.1012	0.09408	0.09823	0.07787	0.07901	0.1049	0.153	0.1159	0.1219	0.08407	0.1101	0.0927	0.1014	0.1211	0.1153	0.1578	0.1066	0.1212	0.1034	0.2	0.1071	0.1835	0.09722	0.08131	0.1465	0.135	1	0.1132	0.2889	0.102	0.123	0.1145	0.1392	0.2417	0.1112	0.1056	0.1339	0.09274	0.1068	0.1204	0.1168	0.1122	0.1331	0.1002	0.1269	0.1085	0.08952	0.1169	0.1152	0.07534	0.1156	0.2305	0.0959	0.09556
MED16	0.03689	0.04587	0.05371	0.04572	0.0419	0.03989	0.05113	0.09568	0.08251	0.04248	0.1187	0.04838	0.08443	0.05807	0.5155	0.06012	0.0904	0.03867	0.04595	0.04871	0.0427	0.03414	0.04377	0.06203	0.07262	0.03865	0.07287	0.1432	0.1087	0.07487	0.07546	0.04877	0.0271	0.04166	0.04665	0.039	0.06418	0.02479	0.1299	0.05606	0.05109	0.04557	0.06526	0.03825	0.0906	0.05238	0.04604	0.05287	0.09031	0.02409	0.03784	0.06365	0.01779	0.0216	0.0326	0.1428	0.0451	0.1272	0.1071	0.08028	0.06098	0.0518	0.08486	0.04185	0.1083	1	0.04253	0.03305	0.04272	0.03226	0.1864	0.0544	0.05863	0.05389	0.07659	0.09544	0.06702	0.07887	0.05013	0.05705	0.1585	0.07133	0.08786	0.04351	0.2053	0.03645	0.03243	0.03076	0.0913	0.04062	0.04419	0.05312
FOXO1	0.1003	0.0778	0.05332	0.07792	0.0435	0.044	0.08321	0.08167	0.1174	0.08251	0.1638	0.03186	0.09131	0.03504	0.05893	0.05538	0.1116	0.07285	0.05018	0.05088	0.06147	0.03169	0.08488	0.1413	0.04746	0.06404	0.05249	0.08861	0.2056	0.08412	0.05558	0.06623	0.06695	0.04537	0.04018	0.07068	0.04856	0.05129	0.06784	0.08637	0.05226	0.03692	0.04087	0.07256	0.06586	0.0585	0.04636	0.05724	0.09365	0.05701	0.05208	0.04584	0.05052	0.07656	0.07622	0.1025	0.05803	0.1278	0.07105	0.04304	0.0595	0.04636	0.1062	0.0463	0.3198	0.04213	1	0.07666	0.04754	0.04345	0.122	0.1337	0.04096	0.04508	0.1275	0.09076	0.04073	0.06335	0.06709	0.06024	0.04586	0.04704	0.04674	0.04538	0.09985	0.06734	0.08365	0.03134	0.1302	0.1003	0.08229	0.04587
PHF10	0.04667	0.06802	0.04056	0.05483	0.05254	0.05429	0.05334	0.04183	0.1198	0.06675	0.08925	0.03377	0.0468	0.04495	0.02955	0.0678	0.1059	0.08557	0.05091	0.05979	0.07694	0.06781	0.05865	0.04135	0.07758	0.04951	0.0858	0.101	0.1377	0.07424	0.05394	0.1344	0.05592	0.05073	0.02538	0.08466	0.04645	0.06521	0.1715	0.06852	0.04059	0.0614	0.05878	0.06908	0.0784	0.04943	0.07654	0.05877	0.1373	0.04814	0.0571	0.03735	0.06525	0.07325	0.08089	0.1862	0.08891	0.129	0.04536	0.05463	0.04597	0.1071	0.08395	0.04502	0.1018	0.03305	0.0861	1	0.06243	0.04953	0.2243	0.07001	0.04595	0.05339	0.0639	0.07873	0.05543	0.08515	0.0335	0.06089	0.05317	0.05812	0.05323	0.07398	0.1396	0.1085	0.07677	0.03894	0.05459	0.07337	0.05189	0.0459
EPAS1	0.04432	0.04866	0.04661	0.03658	0.02563	0.03201	0.06519	0.04858	0.08927	0.09317	0.1541	0.03962	0.05077	0.0742	0.0517	0.06418	0.1009	0.08381	0.06267	0.06347	0.06937	0.02818	0.05276	0.09367	0.05265	0.06908	0.05056	0.1404	0.1253	0.1249	0.07401	0.06594	0.06647	0.04033	0.04219	0.055	0.03195	0.06447	0.1483	0.1068	0.05663	0.0758	0.06131	0.09971	0.04792	0.051	0.03095	0.04371	0.1173	0.04179	0.04656	0.04695	0.04314	0.05847	0.08316	0.1119	0.04684	0.1016	0.0888	0.06058	0.06497	0.05315	0.06241	0.04898	0.123	0.03927	0.04946	0.05984	1	0.5439	0.1518	0.05804	0.02052	0.05758	0.08664	0.07415	0.06746	0.05708	0.07057	0.05866	0.04477	0.0484	0.04039	0.04478	0.106	0.06912	0.0505	0.03946	0.06202	0.05359	0.04202	0.04721
HIF3A	0.03765	0.02928	0.05036	0.0505	0.04049	0.04193	0.04009	0.03621	0.09649	0.07819	0.123	0.05197	0.04852	0.07333	0.04861	0.03826	0.08486	0.1025	0.07398	0.0601	0.06276	0.03464	0.04333	0.09181	0.05727	0.06315	0.04699	0.1269	0.08242	0.08726	0.05183	0.08179	0.04422	0.03242	0.04872	0.05608	0.03386	0.06328	0.1269	0.08474	0.06233	0.07042	0.05368	0.063	0.05161	0.06392	0.05814	0.05691	0.09104	0.04286	0.03946	0.04836	0.0575	0.0515	0.07215	0.07251	0.05945	0.1123	0.0553	0.0866	0.05457	0.04502	0.04904	0.04753	0.09895	0.03226	0.04351	0.05211	0.5368	1	0.1424	0.05864	0.0322	0.05235	0.08356	0.07311	0.04586	0.05411	0.04417	0.04866	0.0471	0.04476	0.05335	0.05089	0.09619	0.06225	0.06086	0.04993	0.08065	0.05835	0.04942	0.04757
TSC22D3	0.1183	0.1361	0.121	0.1542	0.09328	0.1495	0.1341	0.07804	0.1417	0.2984	0.151	0.09986	0.1168	0.1141	0.1154	0.1668	0.1475	0.108	0.1078	0.1667	0.1632	0.1172	0.1213	0.1345	0.389	0.1304	0.2444	0.09515	0.117	0.1137	0.1069	0.3453	0.1615	0.2604	0.1108	0.2436	0.1143	0.2703	0.2406	0.1798	0.1357	0.06093	0.03638	0.146	0.1677	0.09544	0.2666	0.1117	0.1395	0.09529	0.169	0.08482	0.157	0.1252	0.1219	0.1507	0.1255	0.3563	0.1242	0.1239	0.1557	0.1413	0.1075	0.08054	0.09419	0.06968	0.09814	0.2217	0.1502	0.1272	1	0.1255	0.1299	0.1907	0.1041	0.1799	0.1308	0.1428	0.1047	0.1715	0.1538	0.1916	0.1353	0.1446	0.1316	0.3156	0.2728	0.1347	0.09093	0.1489	0.09117	0.1007
IRF7	0.0623	0.05508	0.06271	0.04971	0.05592	0.04996	0.06838	0.04619	0.103	0.1071	0.1074	0.03783	0.04873	0.05728	0.05718	0.05854	0.2924	0.06631	0.04745	0.06606	0.06968	0.039	0.06509	0.3971	0.05113	0.0715	0.05862	0.09307	0.1685	0.06909	0.06532	0.07294	0.0674	0.05417	0.05332	0.06234	0.04379	0.07925	0.1214	0.07804	0.02873	0.05839	0.06921	0.06016	0.04672	0.07031	0.04869	0.05703	0.09438	0.04371	0.06022	0.07766	0.07852	0.06225	0.09306	0.1101	0.04966	0.1099	0.05566	0.05646	0.04754	0.03058	0.07064	0.05257	0.2466	0.05399	0.1294	0.0742	0.05542	0.05088	0.1751	1	0.03904	0.05153	0.3413	0.07548	0.08338	0.07343	0.04902	0.08851	0.09188	0.08417	0.0585	0.05934	0.09815	0.0812	0.06688	0.0595	0.101	0.1444	0.05063	0.09686
DDX58	0.06528	0.109	0.1077	0.1013	0.1031	0.0918	0.1205	0.2671	0.06571	0.06692	0.147	0.03554	0.2515	0.06961	0.04562	0.05839	0.06534	0.07155	0.04812	0.05983	0.04977	0.07764	0.05207	0.05104	0.05017	0.04611	0.0779	0.08742	0.08835	0.05244	0.04949	0.07351	0.04972	0.02473	0.03655	0.05256	0.05729	0.04187	0.1226	0.06125	0.06997	0.09651	0.06618	0.05479	0.06935	0.2105	0.3333	0.03178	0.07732	0.02446	0.1253	0.1933	0.3498	0.04358	0.06101	0.1359	0.04037	0.1434	0.1168	0.03376	0.04065	0.05583	0.06134	0.03252	0.09093	0.02154	0.03389	0.0303	0.02419	0.02426	0.1701	0.04857	1	0.0666	0.0381	0.07457	0.04647	0.07631	0.07355	0.06958	0.03282	0.03085	0.06693	0.03421	0.09036	0.06583	0.0541	0.03797	0.07138	0.0242	0.02177	0.01895
STAT2	0.05408	0.05677	0.05041	0.05008	0.03981	0.04038	0.04643	0.07524	0.0639	0.08312	0.1089	0.03064	0.08607	0.06079	0.04495	0.09494	0.08606	0.08229	0.05111	0.1072	0.04592	0.03486	0.04847	0.06331	0.03824	0.08559	0.05004	0.1151	0.09857	0.0838	0.04869	0.111	0.06108	0.03815	0.0364	0.05942	0.04563	0.06052	0.09801	0.0541	0.06104	0.05417	0.05697	0.07251	0.05576	0.04477	0.03328	0.03814	0.09733	0.02909	0.04708	0.09518	0.04108	0.04978	0.09878	0.1699	0.04477	0.1512	0.09251	0.1768	0.1692	0.06014	0.0551	0.0279	0.1071	0.05273	0.05622	0.0702	0.04673	0.05312	0.2305	0.07092	0.04413	1	0.04395	0.08831	0.06661	0.04399	0.05858	0.1177	0.03647	0.03603	0.09258	0.05629	0.1037	0.07183	0.08509	0.02909	0.05919	0.04386	0.03932	0.127
IRF9	0.1393	0.07788	0.07758	0.07721	0.07034	0.05019	0.05201	0.06161	0.1254	0.08409	0.2059	0.053	0.02656	0.07245	0.03623	0.06202	0.3133	0.233	0.06076	0.09246	0.06983	0.05504	0.05606	0.3812	0.06508	0.06759	0.05979	0.08094	0.114	0.07304	0.06735	0.05413	0.0675	0.05928	0.05782	0.08122	0.06514	0.08136	0.1005	0.0602	0.05052	0.08469	0.05325	0.06573	0.06078	0.05579	0.05632	0.0639	0.1169	0.106	0.06659	0.03632	0.06163	0.07979	0.06979	0.08462	0.04855	0.0837	0.06446	0.04904	0.06787	0.03251	0.1145	0.07095	0.132	0.07854	0.1294	0.0776	0.06745	0.06195	0.1407	0.3427	0.04808	0.06005	1	0.07095	0.07297	0.05361	0.05659	0.0824	0.09379	0.1021	0.06327	0.06637	0.1391	0.08396	0.07568	0.05722	0.0521	0.1582	0.06459	0.06411
MEIS1	0.08867	0.0786	0.06494	0.1018	0.0637	0.05792	0.07798	0.095	0.1095	0.08976	0.1725	0.06265	0.1188	0.05656	0.04503	0.1453	0.07242	0.1177	0.05549	0.07171	0.06859	0.09329	0.08342	0.04871	0.09354	0.1107	0.09055	0.08929	0.1019	0.07597	0.05859	0.1091	0.09528	0.06174	0.06499	0.0693	0.08529	0.1044	0.1399	0.06102	0.05528	0.0634	0.04942	0.05842	0.08201	0.05842	0.08542	0.06628	0.1179	0.07848	0.07122	0.0853	0.06781	0.09518	0.07225	0.1303	0.1191	0.1294	0.08864	0.05918	0.05545	0.05482	0.1145	0.05918	0.0989	0.1223	0.07939	0.08291	0.05934	0.07345	0.1688	0.06411	0.1113	0.1268	0.05882	1	0.09182	0.08787	0.0562	0.1462	0.06569	0.06736	0.1156	0.09377	0.07536	0.09063	0.09906	0.07867	0.07877	0.08422	0.06422	0.06946
RORC	0.06253	0.05114	0.05551	0.08591	0.07911	0.05165	0.06363	0.06764	0.129	0.1079	0.1162	0.05294	0.0811	0.0429	0.03811	0.07263	0.07203	0.09028	0.05446	0.06816	0.07307	0.03123	0.06003	0.03479	0.09123	0.05112	0.04336	0.08289	0.09455	0.06991	0.04769	0.1071	0.05711	0.0396	0.05127	0.06457	0.07909	0.05961	0.126	0.07539	0.069	0.05222	0.08261	0.06179	0.4321	0.04197	0.08239	0.08356	0.124	0.0635	0.07166	0.07324	0.05403	0.06726	0.0933	0.09334	0.09816	0.08848	0.08402	0.06483	0.04492	0.07801	0.08327	0.08568	0.1287	0.08217	0.04073	0.05791	0.05902	0.04346	0.1856	0.08338	0.09549	0.05126	0.05183	0.09379	1	0.4844	0.06793	0.07221	0.04464	0.05337	0.09645	0.07144	0.1343	0.07545	0.06888	0.04617	0.1229	0.06004	0.06255	0.06118
RORA	0.04724	0.05285	0.05493	0.0644	0.07514	0.05297	0.05941	0.05398	0.1227	0.09186	0.1941	0.07371	0.08414	0.03459	0.03043	0.08797	0.0776	0.08491	0.08021	0.06552	0.05673	0.05019	0.05079	0.05661	0.0739	0.05173	0.04908	0.1006	0.094	0.05855	0.0592	0.1196	0.05784	0.06892	0.09039	0.05399	0.09372	0.05992	0.1662	0.08226	0.04697	0.06346	0.08673	0.08453	0.4467	0.05535	0.07749	0.07278	0.1711	0.06013	0.06666	0.04038	0.05866	0.08843	0.09069	0.1492	0.09277	0.1076	0.1165	0.04202	0.03825	0.06361	0.08678	0.05737	0.1143	0.07526	0.06264	0.08153	0.07445	0.05411	0.2036	0.06592	0.07573	0.08027	0.0702	0.08426	0.4844	1	0.0707	0.09338	0.07172	0.05986	0.09516	0.05179	0.1167	0.07088	0.06831	0.04442	0.1265	0.06563	0.07283	0.05831
RUVBL2	0.1367	0.1444	0.2122	0.1329	0.1347	0.129	0.1318	0.04312	0.06849	0.07113	0.1345	0.05817	0.1274	0.09077	0.05412	0.06633	0.08571	0.06392	0.02824	0.04405	0.047	0.07636	0.05349	0.06432	0.04631	0.07424	0.07475	0.07878	0.2161	0.1214	0.06175	0.06647	0.03417	0.07218	0.06412	0.03981	0.07323	0.03825	0.1339	0.04489	0.03643	0.06797	0.03315	0.05344	0.03214	0.05323	0.1952	0.02512	0.1123	0.03787	0.08115	0.04526	0.08186	0.04341	0.05098	0.08881	0.07956	0.103	0.05326	0.0544	0.05229	0.06975	0.0381	0.05462	0.07263	0.05013	0.03451	0.0473	0.05345	0.04417	0.1467	0.04902	0.07355	0.06024	0.05659	0.07646	0.06009	0.05983	1	0.07139	0.04827	0.05665	0.04892	0.0508	0.08918	0.06496	0.05016	0.05113	0.06581	0.0443	0.05162	0.05658
PBX1	0.07531	0.06832	0.05624	0.1072	0.04596	0.07435	0.09594	0.07245	0.07774	0.07315	0.1409	0.05185	0.06915	0.04905	0.03426	0.09679	0.05702	0.06961	0.04948	0.0706	0.05392	0.07236	0.1232	0.05201	0.0915	0.05456	0.0797	0.08013	0.1741	0.06598	0.04266	0.08742	0.05251	0.07726	0.0267	0.07467	0.07786	0.05254	0.105	0.06921	0.04879	0.04806	0.03748	0.05671	0.05571	0.03709	0.09441	0.05981	0.1352	0.0575	0.06217	0.04349	0.05167	0.05408	0.05744	0.1409	0.06174	0.1338	0.07161	0.05663	0.05455	0.06725	0.07877	0.04855	0.1537	0.05293	0.05336	0.06261	0.05514	0.04866	0.1715	0.08851	0.0618	0.1155	0.04974	0.1487	0.0697	0.09584	0.05899	1	0.05506	0.06618	0.07575	0.07727	0.09234	0.05367	0.07652	0.06828	0.08082	0.04952	0.09076	0.05255
HCFC1	0.02682	0.03206	0.04455	0.03101	0.03271	0.03553	0.04181	0.09342	0.1083	0.09081	0.07447	0.02577	0.05889	0.05248	0.3591	0.07152	0.07348	0.09402	0.06573	0.06107	0.04917	0.01807	0.05453	0.07186	0.04493	0.05895	0.02942	0.07701	0.1657	0.07553	0.05279	0.05143	0.07399	0.03731	0.02721	0.0606	0.0329	0.06099	0.1239	0.07847	0.07373	0.04866	0.05544	0.07965	0.0513	0.04616	0.02226	0.02801	0.128	0.03457	0.03588	0.02819	0.04279	0.06812	0.09139	0.09765	0.04067	0.1209	0.07406	0.04154	0.1193	0.03108	0.07171	0.03753	0.08709	0.1896	0.05612	0.04333	0.04087	0.04828	0.1514	0.07961	0.03303	0.03279	0.09327	0.05748	0.06762	0.0709	0.04827	0.05696	1	0.04381	0.0127	0.0402	0.1256	0.07225	0.06749	0.03038	0.05313	0.05007	0.04187	0.1053
APBB1	0.02836	0.0437	0.04767	0.03941	0.04356	0.04438	0.03764	0.06143	0.1055	0.075	0.1655	0.03338	0.06957	0.05032	0.1053	0.1188	0.1005	0.06859	0.04991	0.04151	0.06543	0.04411	0.04842	0.1064	0.06327	0.05009	0.04307	0.08854	0.08388	0.08886	0.04511	0.056	0.07549	0.03313	0.03875	0.05459	0.02929	0.06295	0.1606	0.07079	0.06489	0.0698	0.04877	0.05914	0.07101	0.05282	0.03355	0.04845	0.1891	0.04689	0.04065	0.05457	0.05698	0.06933	0.09772	0.09628	0.06124	0.09398	0.05574	0.05181	0.05347	0.06169	0.05966	0.06023	0.09314	0.05925	0.05513	0.03729	0.04804	0.03864	0.1611	0.08287	0.04222	0.03279	0.1047	0.05896	0.04251	0.05433	0.05665	0.06533	0.04913	1	0.02049	0.0413	0.09099	0.08647	0.07422	0.0469	0.08085	0.05706	0.04673	0.07177
FEM1B	0.06504	0.04821	0.0359	0.05258	0.05315	0.07812	0.05572	0.09265	0.09573	0.06746	0.123	0.06524	0.07644	0.03345	0.02998	0.1041	0.04042	0.05803	0.02275	0.0429	0.03398	0.04414	0.04065	0.05113	0.05001	0.0685	0.1375	0.05387	0.1706	0.03739	0.05816	0.0841	0.05875	0.05346	0.06019	0.06663	0.1193	0.06067	0.08861	0.06601	0.05002	0.0913	0.1205	0.05348	0.08292	0.04783	0.07504	0.07281	0.07669	0.04486	0.03873	0.08409	0.04899	0.03381	0.0434	0.1221	0.02751	0.1033	0.552	0.03056	0.03236	0.1007	0.06487	0.0799	0.1269	0.08691	0.04591	0.06531	0.03818	0.0427	0.1527	0.06353	0.07331	0.07252	0.06327	0.1156	0.1119	0.09547	0.051	0.08693	0.04579	0.03696	1	0.05139	0.05689	0.03386	0.06389	0.05373	0.06481	0.04611	0.04879	0.02105
ZBTB16	0.04413	0.0436	0.07095	0.05644	0.03799	0.0584	0.06552	0.03719	0.2493	0.0743	0.09821	0.03356	0.08851	0.0378	0.03669	0.06243	0.07161	0.1311	0.06815	0.06889	0.1118	0.06381	0.04835	0.05491	0.06058	0.06497	0.05018	0.07847	0.1481	0.09584	0.04829	0.08464	0.06216	0.04908	0.0461	0.07485	0.04931	0.09486	0.1114	0.407	0.06441	0.02509	0.04488	0.06925	0.05471	0.03838	0.04514	0.07724	0.1162	0.1221	0.0501	0.05908	0.04731	0.1611	0.08547	0.1166	0.06892	0.0934	0.09771	0.05434	0.05514	0.1062	0.08564	0.06142	0.09978	0.04209	0.04561	0.09094	0.03859	0.0511	0.168	0.08309	0.06407	0.03769	0.04918	0.09292	0.07596	0.06415	0.05442	0.07557	0.04144	0.05092	0.05139	1	0.1354	0.08347	0.08146	0.04724	0.1118	0.05133	0.05124	0.05568
RNF4	0.09139	0.1159	0.1332	0.1407	0.1114	0.09219	0.05332	0.04895	0.1067	0.1124	0.06032	0.06453	0.07445	0.05139	0.06783	0.07182	0.114	0.09647	0.1762	0.09943	0.1126	0.06075	0.1042	0.07746	0.1025	0.09708	0.1061	0.08621	0.1235	0.1014	0.1296	0.05272	0.1033	0.08953	0.04088	0.09375	0.09065	0.1282	0.09713	0.1171	0.0554	0.05082	0.0381	0.1383	0.1225	0.09599	0.1083	0.105	0.1446	0.111	0.1063	0.05625	0.1008	0.1696	0.0929	0.08428	0.1264	0.05698	0.1124	0.1148	0.1137	0.06579	0.09157	0.1025	0.08748	0.2053	0.09726	0.1518	0.1319	0.09619	0.07787	0.1062	0.09246	0.1075	0.1107	0.08911	0.1343	0.0971	0.07003	0.1329	0.09206	0.08975	0.05689	0.1076	1	0.1306	0.09775	0.06902	0.131	0.1052	0.1274	0.0874
CREB5	0.05348	0.08591	0.08366	0.05666	0.06251	0.05213	0.04079	0.05222	0.09425	0.1981	0.1045	0.03168	0.03435	0.04499	0.06657	0.06349	0.07092	0.09254	0.07811	0.06092	0.06379	0.04239	0.07562	0.04732	0.09199	0.09092	0.0631	0.08354	0.1196	0.06692	0.06612	0.1575	0.1449	0.07531	0.03143	0.06154	0.07118	0.1148	0.1755	0.09933	0.05369	0.03026	0.04821	0.06939	0.07637	0.08725	0.1318	0.07111	0.1517	0.08611	0.06629	0.03734	0.07397	0.08674	0.1003	0.08505	0.05863	0.212	0.04934	0.07086	0.08848	0.0361	0.05195	0.07194	0.09619	0.03546	0.07015	0.07432	0.06912	0.07257	0.3156	0.09186	0.04218	0.06733	0.06332	0.06563	0.07064	0.08539	0.04133	0.05365	0.07334	0.07229	0.02282	0.05938	0.1038	1	0.2772	0.0711	0.06572	0.06216	0.07898	0.08065
